title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
我们的校园生活,radio,kāi xué,开学,校园,课室,同学,队伍,整齐,学习,礼貌,活动,合作,A,
,radio,xiào yuán,开学,校园,课室,同学,队伍,整齐,学习,礼貌,活动,合作,B,
,radio,kè shì,开学,校园,课室,同学,队伍,整齐,学习,礼貌,活动,合作,C,
,radio,tóng xué,开学,校园,课室,同学,队伍,整齐,学习,礼貌,活动,合作,D,
,radio,duì wu,开学,校园,课室,同学,队伍,整齐,学习,礼貌,活动,合作,E,
,radio,zhěng qí,开学,校园,课室,同学,队伍,整齐,学习,礼貌,活动,合作,F,
,radio,xué xí,开学,校园,课室,同学,队伍,整齐,学习,礼貌,活动,合作,G,
,radio,lǐ mào,开学,校园,课室,同学,队伍,整齐,学习,礼貌,活动,合作,H,
,radio,huó dòng,开学,校园,课室,同学,队伍,整齐,学习,礼貌,活动,合作,I,
,radio,hé zuò,开学,校园,课室,同学,队伍,整齐,学习,礼貌,活动,合作,J,
