title,type,question,A,B,C,D,E,F,G,H,I,J,answer,image
我爱烘焙,radio,hōng bèi,烘焙,面包,蛋挞,鸡蛋饼,威化饼,烤箱,配料,搅拌,步骤,香味,A,
,radio,miàn bāo,烘焙,面包,蛋挞,鸡蛋饼,威化饼,烤箱,配料,搅拌,步骤,香味,B,
,radio,dàn tà,烘焙,面包,蛋挞,鸡蛋饼,威化饼,烤箱,配料,搅拌,步骤,香味,C,
,radio,jī dàn bǐng,烘焙,面包,蛋挞,鸡蛋饼,威化饼,烤箱,配料,搅拌,步骤,香味,D,
,radio,wēi huà bǐng,烘焙,面包,蛋挞,鸡蛋饼,威化饼,烤箱,配料,搅拌,步骤,香味,E,
,radio,kǎo xiāng,烘焙,面包,蛋挞,鸡蛋饼,威化饼,烤箱,配料,搅拌,步骤,香味,F,
,radio,pèi liào,烘焙,面包,蛋挞,鸡蛋饼,威化饼,烤箱,配料,搅拌,步骤,香味,G,
,radio,jiǎo bàn,烘焙,面包,蛋挞,鸡蛋饼,威化饼,烤箱,配料,搅拌,步骤,香味,H,
,radio,bù zhòu,烘焙,面包,蛋挞,鸡蛋饼,威化饼,烤箱,配料,搅拌,步骤,香味,I,
,radio,xiāng wèi,烘焙,面包,蛋挞,鸡蛋饼,威化饼,烤箱,配料,搅拌,步骤,香味,J,
